rank,yearRank,candidateRank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,methodTags,keywordTags,keyIdea,strengths,limitations,url,semanticScholarUrl,openAccessPdf,githubUrl,doi,arxiv,pubmed,corpusId,fieldsOfStudy,publicationTypes,sourceQueries,queryHitCount,importanceReasons,abstract
10,1,1,2003,MODELING AND FORECASTING REALIZED VOLATILITY,"Torben G. Andersen, Tim Bollerslev, F. Diebold, Paul Labys",,2003-03-01,3768,305,270.291,"Risk, Volatility, and Forecast Evaluation",risk/volatility,risk-volatility,"Positions MODELING AND FORECASTING REALIZED VOLATILITY within Risk, Volatility, and Forecast Evaluation.","high citation signal (3,768); influential citation signal (305); open-access PDF metadata",Risk forecasts can fail under regime breaks and extreme events.; Choice of loss function strongly affects model rankings.; Citation counts do not prove suitability for a specific mandate or risk budget.,https://doi.org/10.1111/1468-0262.00418,https://www.semanticscholar.org/paper/1b8cd089b4a5f8898b2d180a5ce588d58ea6c758,http://papers.nber.org/papers/w8160.pdf,,10.1111/1468-0262.00418,,,10045723,Business; Computer Science; Economics; Mathematics,,financial time series forecasting,1,citations=3768; influential=305; investment validation signal; open PDF metadata; title trade matches=1; trade term matches=1,
37,2,3,2003,Financial time series forecasting using support vector machines,Kyoung-jae Kim,Neurocomputing,2003-09-01,1738,85,256.504,Machine Learning for Stock Prediction,machine-learning,machine-learning; ai-based-trade,Positions Financial time series forecasting using support vector machines within Machine Learning for Stock Prediction.,"high citation signal (1,738); influential citation signal (85); recognized finance/AI venue","Predictive accuracy may not translate into risk-adjusted returns after costs.; Feature leakage, survivorship bias, and nonstationarity are persistent concerns.; Metadata-driven screening cannot audit the exact train/test split.",https://doi.org/10.1016/S0925-2312(03)00372-2,https://www.semanticscholar.org/paper/fdc35d07cdacf0da55ebdf719e464657000f333a,,,10.1016/S0925-2312(03)00372-2,,,12324268,Business; Computer Science,JournalArticle,financial market prediction; financial time series forecasting; neural networks stock market; stock market prediction; stock price prediction; support vector machine stock prediction,6,citations=1738; influential=85; recognized finance/AI venue; AI/ML method signal; open PDF metadata; title trade matches=3; trade term matches=3; query hits=6,
38,3,4,2003,Good Day Sunshine: Stock Returns and the Weather,"David Hirshleifer, Tyler Shumway",,2003-06-01,1732,120,238.208,Asset Pricing and Return Predictability,metadata-ranked,asset-pricing,Positions Good Day Sunshine: Stock Returns and the Weather within Asset Pricing and Return Predictability.,"high citation signal (1,732); influential citation signal (120); open-access PDF metadata","Return predictability can disappear after transaction costs, crowding, and multiple-testing correction.; Citation impact can favor well-known anomalies even when live performance later weakens.; Metadata cannot verify whether data-snooping controls were adequate.",https://doi.org/10.2139/ssrn.265674,https://www.semanticscholar.org/paper/b50d9c2346febfa2143ba95be4b76c83124fb92a,http://www.geocities.ws/lufinance/answers/sunshine.pdf,,10.2139/ssrn.265674,,,12527654,Economics; Psychology,,stock returns,1,citations=1732; influential=120; open PDF metadata; title trade matches=2; trade term matches=2,
42,4,5,2003,Improved estimation of the covariance matrix of stock returns with an application to portfolio selection,"Olivier Ledoit, Michael Wolf",,2003-12-01,1646,220,253.522,Portfolio Optimization and Asset Allocation,portfolio,portfolio,Positions Improved estimation of the covariance matrix of stock returns with an application to portfolio selection within Portfolio Optimization and Asset Allocation.,"high citation signal (1,646); influential citation signal (220)","Allocation gains can be dominated by estimation error, turnover, short-sale constraints, and benchmark choice.; Backtests may hide capacity and liquidity limits.; Metadata cannot confirm implementation details such as costs, leverage, or rebalancing rules.",https://doi.org/10.1016/S0927-5398(03)00007-0,https://www.semanticscholar.org/paper/b53bcfa7ce96fad265131c3d336075d1f8a573f6,,,10.1016/S0927-5398(03)00007-0,,,14422126,Business; Economics; Mathematics,,stock returns,1,citations=1646; influential=220; investment validation signal; open PDF metadata; title trade matches=3; trade term matches=3,
53,5,7,2003,When Does the Market Matter? Stock Prices and the Investment of Equity-Dependent Firms,"Malcolm P. Baker, Jeremy C. Stein, Jeffrey Wurgler",,2003-08-01,1478,124,237.177,"General Finance, Surveys, and Trading Systems",metadata-ranked,stock-prediction,"Positions When Does the Market Matter? Stock Prices and the Investment of Equity-Dependent Firms within General Finance, Surveys, and Trading Systems.","high citation signal (1,478); influential citation signal (124); open-access PDF metadata","Surveys and systems can dominate citations while empirical evidence remains mixed across markets.; Broad claims need careful mapping to data, costs, and investment horizons.; Metadata-driven ranking cannot replace expert reading of full papers and backtests.",https://doi.org/10.2139/SSRN.295248,https://www.semanticscholar.org/paper/0fc83a8fb27cdf61c4738cac92c38d3e688c576b,http://papers.nber.org/papers/w8750.pdf,,10.2139/SSRN.295248,,,569554,Economics,,stock market prediction; stock price prediction,2,citations=1478; influential=124; open PDF metadata; title trade matches=2; trade term matches=2; query hits=2,
56,6,8,2003,Capital Investments and Stock Returns,"S. Titman, K. Wei, Feixue Xie",Journal of Financial and Quantitative Analysis,2003-09-01,1428,74,237.269,"General Finance, Surveys, and Trading Systems",metadata-ranked,stock-prediction,"Positions Capital Investments and Stock Returns within General Finance, Surveys, and Trading Systems.","high citation signal (1,428); influential citation signal (74); recognized finance/AI venue; open-access PDF metadata","Surveys and systems can dominate citations while empirical evidence remains mixed across markets.; Broad claims need careful mapping to data, costs, and investment horizons.; Metadata-driven ranking cannot replace expert reading of full papers and backtests.",https://doi.org/10.1017/S0022109000003173,https://www.semanticscholar.org/paper/439fda58cbe8108bb41026b40183aa2956c51713,https://doi.org/10.3386/w9951,,10.1017/S0022109000003173,,,14335876,Business; Economics,,stock returns,1,citations=1428; influential=74; recognized finance/AI venue; open PDF metadata; title trade matches=2; trade term matches=2,
67,7,9,2003,Federal Reserve Bank of New York Staff Reports What Explains the Stock Market's Reaction to Federal Reserve Policy? What Explains the Stock Market's Reaction to Federal Reserve Policy?,"B. Bernanke, Kenneth N. Kuttner, Jon Faust, R. Gürkaynak, M. Lettau, Sydney C. Ludvigson, Athanasios Orphanides, Glenn D. Rudebusch, et al.",,,1327,177,237.756,Reinforcement Learning and Algorithmic Trading,reinforcement-learning,stock-prediction; reinforcement-trading,Positions Federal Reserve Bank of New York Staff Reports What Explains the Stock Market's Reaction to Federal Reserve Policy? What Explains the Stock Market's Reaction to Federal Reserve Policy? within Reinforcement Learning and Algorithmic Trading.,"high citation signal (1,327); influential citation signal (177)","Simulated rewards can diverge from executable trading under slippage, latency, and market impact.; Policies can be brittle during regime shifts or stress periods.; Backtest-only evidence needs live or paper-trading validation.",https://www.semanticscholar.org/paper/5c59892589ecf36e706db20691e4c668aac8adb5,https://www.semanticscholar.org/paper/5c59892589ecf36e706db20691e4c668aac8adb5,,,,,,12726106,Economics,,equity market forecasting; stock market prediction; stock price prediction,3,citations=1327; influential=177; open PDF metadata; title trade matches=1; trade term matches=1; query hits=3,
92,8,11,2003,Support vector machine with adaptive parameters in financial time series forecasting,"Lijuan Cao, F. Tay",IEEE Trans. Neural Networks,2003-11-01,1014,52,222.882,Machine Learning for Stock Prediction,machine-learning; deep-learning,machine-learning; ai-based-trade,Positions Support vector machine with adaptive parameters in financial time series forecasting within Machine Learning for Stock Prediction.,"high citation signal (1,014); influential citation signal (52); open-access PDF metadata","Predictive accuracy may not translate into risk-adjusted returns after costs.; Feature leakage, survivorship bias, and nonstationarity are persistent concerns.; Metadata-driven screening cannot audit the exact train/test split.",https://doi.org/10.1109/TNN.2003.820556,https://www.semanticscholar.org/paper/a244c47a1d4a8c2894b22807df8c7eec16cc110a,http://www.dabi.temple.edu/~vucetic/cis525spring2004/cao.pdf,,10.1109/TNN.2003.820556,,18244595,18315563,Business; Computer Science; Medicine,JournalArticle,financial time series forecasting,1,citations=1014; influential=52; AI/ML method signal; open PDF metadata; title trade matches=3; trade term matches=4,
101,9,12,2003,Winter Blues: A SAD Stock Market Cycle,"M. Kamstra, Lisa A. Kramer, Maurice D. Levi",,2003-10-01,964,71,215.06,"General Finance, Surveys, and Trading Systems",metadata-ranked,stock-prediction,"Positions Winter Blues: A SAD Stock Market Cycle within General Finance, Surveys, and Trading Systems.",high citation signal (964); influential citation signal (71); open-access PDF metadata,"Surveys and systems can dominate citations while empirical evidence remains mixed across markets.; Broad claims need careful mapping to data, costs, and investment horizons.; Metadata-driven ranking cannot replace expert reading of full papers and backtests.",https://doi.org/10.2139/SSRN.208622,https://www.semanticscholar.org/paper/49095722c183e50757f8f69639f2e75a91752858,https://www.econstor.eu/bitstream/10419/100871/1/wp2002-13.pdf,,10.2139/SSRN.208622,,,154300861,Economics; Psychology,,stock returns,1,citations=964; influential=71; open PDF metadata; title trade matches=1; trade term matches=1,
102,10,13,2003,Dotcom Mania: The Rise and Fall of Internet Stock Prices,"E. Ofek, Matthew Richardson",,2003-06-01,959,49,212.841,"General Finance, Surveys, and Trading Systems",metadata-ranked,stock-prediction,"Positions Dotcom Mania: The Rise and Fall of Internet Stock Prices within General Finance, Surveys, and Trading Systems.",high citation signal (959); influential citation signal (49); open-access PDF metadata,"Surveys and systems can dominate citations while empirical evidence remains mixed across markets.; Broad claims need careful mapping to data, costs, and investment horizons.; Metadata-driven ranking cannot replace expert reading of full papers and backtests.",https://doi.org/10.1111/1540-6261.00560,https://www.semanticscholar.org/paper/3b71cea87e1e43c36f47ae7fc93b21b1d1d9c81e,http://papers.nber.org/papers/w8630.pdf,,10.1111/1540-6261.00560,,,235276599,Economics,,value investing stock market,1,citations=959; influential=49; open PDF metadata; title trade matches=2; trade term matches=2,
